r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)  drho/dr (kg/m^4)   dn_e/dr (fm^{-3}/m)
12.5837328   1.25945122e+23   1.40002355   3122469.78   -0.671499023   1.4893775   1.88243683e-09   56   56   26   26   8.7398853e-10   0   0   -895445850   -2.50626643e-10
12.5837719   1.23825403e+23   1.40002355   3087594.72   -0.671499533   1.48937523   1.86141272e-09   56   56   26   26   8.64227335e-10   0   0   -890161548   -2.49147808e-10
12.5838109   1.2172944e+23   1.40002355   3052925.91   -0.671500043   1.48937297   1.84051292e-09   56   56   26   26   8.54523858e-10   0   0   -884886467   -2.47671552e-10
12.58385   1.19657091e+23   1.40002355   3018462.97   -0.671500553   1.48937071   1.81973722e-09   56   56   26   26   8.44877995e-10   0   0   -879620610   -2.46197875e-10
12.5838891   1.17608215e+23   1.40002355   2984205.55   -0.671501063   1.48936845   1.7990854e-09   56   56   26   26   8.35289649e-10   0   0   -874363762   -2.44726717e-10
12.5839281   1.15582671e+23   1.40002355   2950153.3   -0.671501574   1.48936618   1.77855724e-09   56   56   26   26   8.25758721e-10   0   0   -869115553   -2.43257976e-10
12.5839672   1.1358032e+23   1.40002355   2916305.9   -0.671502084   1.48936392   1.75815256e-09   56   56   26   26   8.16285119e-10   0   0   -863876113   -2.41791686e-10
12.5840062   1.11601022e+23   1.40002355   2882662.98   -0.671502594   1.48936166   1.73787114e-09   56   56   26   26   8.06868745e-10   0   0   -858645737   -2.40327931e-10
12.5840453   1.09644636e+23   1.40002355   2849224.2   -0.671503104   1.4893594   1.71771277e-09   56   56   26   26   7.975095e-10   0   0   -853424446   -2.38866717e-10
12.5840844   1.07711023e+23   1.40002355   2815989.19   -0.671503614   1.48935714   1.69767722e-09   56   56   26   26   7.88207283e-10   0   0   -848212265   -2.3740805e-10
12.5841234   1.05800043e+23   1.40002355   2782957.61   -0.671504124   1.48935487   1.6777643e-09   56   56   26   26   7.78961996e-10   0   0   -843009229   -2.35951941e-10
12.5841625   1.03911558e+23   1.40002355   2750129.1   -0.671504634   1.48935261   1.65797377e-09   56   56   26   26   7.69773538e-10   0   0   -837815385   -2.34498402e-10
12.5842016   1.02045428e+23   1.40002355   2717503.29   -0.671505144   1.48935035   1.63830543e-09   56   56   26   26   7.60641808e-10   0   0   -832630785   -2.33047448e-10
12.5842406   1.00201516e+23   1.40002355   2685079.82   -0.671505654   1.48934809   1.61875906e-09   56   56   26   26   7.51566706e-10   0   0   -827455392   -2.31599069e-10
12.5842797   9.83796821e+22   1.40002355   2652858.33   -0.671506164   1.48934582   1.59933444e-09   56   56   26   26   7.42548131e-10   0   0   -822288122   -2.30152961e-10
12.5843187   9.65797886e+22   1.40002355   2620838.56   -0.671506674   1.48934356   1.5800314e-09   56   56   26   26   7.33586006e-10   0   0   -817128664   -2.28709038e-10
12.5843578   9.48016978e+22   1.40002355   2589020.16   -0.671507184   1.4893413   1.56084974e-09   56   56   26   26   7.24680237e-10   0   0   -811978087   -2.27267599e-10
12.5843969   9.30452718e+22   1.40002355   2557402.77   -0.671507694   1.48933904   1.54178925e-09   56   56   26   26   7.15830724e-10   0   0   -806836789   -2.25828754e-10
12.5844359   9.13103734e+22   1.40002355   2525986.03   -0.671508204   1.48933677   1.52284971e-09   56   56   26   26   7.07037366e-10   0   0   -801704875   -2.24392533e-10
12.584475   8.95968653e+22   1.40002355   2494769.58   -0.671508714   1.48933451   1.50403089e-09   56   56   26   26   6.98300058e-10   0   0   -796582460   -2.22958969e-10
12.5845141   8.79046105e+22   1.40002355   2463753.03   -0.671509224   1.48933225   1.48533258e-09   56   56   26   26   6.89618696e-10   0   0   -791468497   -2.21527769e-10
12.5845531   8.62334724e+22   1.40002355   2432936.1   -0.671509734   1.48932999   1.46675459e-09   56   56   26   26   6.80993201e-10   0   0   -786361633   -2.20098553e-10
12.5845922   8.45833144e+22   1.40002355   2402318.53   -0.671510243   1.48932773   1.44829676e-09   56   56   26   26   6.72423497e-10   0   0   -781262981   -2.18671634e-10
12.5846313   8.29540003e+22   1.40002355   2371899.93   -0.671510753   1.48932546   1.42995888e-09   56   56   26   26   6.63909479e-10   0   0   -776173986   -2.17247415e-10
12.5846703   8.13453941e+22   1.40002355   2341679.93   -0.671511263   1.4893232   1.41174071e-09   56   56   26   26   6.55451043e-10   0   0   -771094824   -2.15825947e-10
12.5847094   7.975736e+22   1.40002355   2311658.15   -0.671511773   1.48932094   1.39364201e-09   56   56   26   26   6.47048077e-10   0   0   -766024277   -2.14406887e-10
12.5847484   7.81897626e+22   1.40002355   2281834.29   -0.671512283   1.48931868   1.37566263e-09   56   56   26   26   6.38700504e-10   0   0   -760960341   -2.12989676e-10
12.5847875   7.66424663e+22   1.40002355   2252208.12   -0.671512793   1.48931642   1.3578024e-09   56   56   26   26   6.30408259e-10   0   0   -755904395   -2.11574699e-10
12.5848266   7.51153362e+22   1.40002355   2222779.26   -0.671513303   1.48931415   1.34006111e-09   56   56   26   26   6.22171231e-10   0   0   -750858650   -2.10162575e-10
12.5848656   7.36082375e+22   1.40002355   2193547.29   -0.671513813   1.48931189   1.32243851e-09   56   56   26   26   6.13989308e-10   0   0   -745822538   -2.08753145e-10
12.5849047   7.21210354e+22   1.40002355   2164511.87   -0.671514323   1.48930963   1.30493438e-09   56   56   26   26   6.05862392e-10   0   0   -740792955   -2.0734554e-10
12.5849438   7.06535955e+22   1.40002355   2135672.84   -0.671514833   1.48930737   1.28754863e-09   56   56   26   26   5.97790438e-10   0   0   -735770447   -2.05939914e-10
12.5849828   6.92057838e+22   1.40002355   2107029.8   -0.671515343   1.48930511   1.27028103e-09   56   56   26   26   5.89773336e-10   0   0   -730758442   -2.04537225e-10
12.5850219   6.77774662e+22   1.40002355   2078582.34   -0.671515853   1.48930284   1.25313131e-09   56   56   26   26   5.81810967e-10   0   0   -725755599   -2.03137098e-10
12.5850609   6.6368509e+22   1.40002355   2050330.15   -0.671516363   1.48930058   1.23609931e-09   56   56   26   26   5.7390325e-10   0   0   -720758751   -2.01738647e-10
12.5851   6.49787787e+22   1.40002355   2022273.06   -0.671516873   1.48929832   1.21918491e-09   56   56   26   26   5.66050135e-10   0   0   -715769935   -2.00342443e-10
12.5851391   6.36081421e+22   1.40002355   1994410.62   -0.671517383   1.48929606   1.20238784e-09   56   56   26   26   5.58251497e-10   0   0   -710792016   -1.98949286e-10
12.5851781   6.22564661e+22   1.40002355   1966742.43   -0.671517893   1.4892938   1.18570786e-09   56   56   26   26   5.50507222e-10   0   0   -705820622   -1.97557953e-10
12.5852172   6.09236177e+22   1.40002355   1939268.39   -0.671518403   1.48929154   1.16914491e-09   56   56   26   26   5.42817282e-10   0   0   -700855872   -1.96168478e-10
12.5852563   5.96094646e+22   1.40002355   1911988.07   -0.671518912   1.48928927   1.15269874e-09   56   56   26   26   5.3518156e-10   0   0   -695902118   -1.94782078e-10
12.5852953   5.83138741e+22   1.40002355   1884901.03   -0.671519422   1.48928701   1.13636908e-09   56   56   26   26   5.27599932e-10   0   0   -690955150   -1.93397576e-10
12.5853344   5.70367142e+22   1.40002355   1858007.2   -0.671519932   1.48928475   1.12015588e-09   56   56   26   26   5.20072374e-10   0   0   -686014686   -1.92014892e-10
12.5853734   5.57778529e+22   1.40002355   1831306.14   -0.671520442   1.48928249   1.10405889e-09   56   56   26   26   5.12598768e-10   0   0   -681084958   -1.90635211e-10
12.5854125   5.45371584e+22   1.40002355   1804797.43   -0.671520952   1.48928023   1.08807784e-09   56   56   26   26   5.05178998e-10   0   0   -676161519   -1.89257288e-10
12.5854516   5.33144992e+22   1.40002355   1778481.02   -0.671521462   1.48927797   1.07221271e-09   56   56   26   26   4.97813043e-10   0   0   -671245555   -1.87881456e-10
12.5854906   5.2109744e+22   1.40002355   1752356.37   -0.671521972   1.4892757   1.05646317e-09   56   56   26   26   4.9050076e-10   0   0   -666339107   -1.86508285e-10
12.5855297   5.09227617e+22   1.40002355   1726423.27   -0.671522482   1.48927344   1.0408291e-09   56   56   26   26   4.83242083e-10   0   0   -661451329   -1.85140337e-10
12.5855492   5.03358778e+22   1.40002355   1713528.09   -0.671522737   1.48927231   1.03305509e-09   56   56   26   26   4.79632719e-10   0   0   -659008528   -1.84456667e-10
12.5855688   4.97533882e+22   1.40002355   1700680.75   -0.671522992   1.48927118   1.02530991e-09   56   56   26   26   4.76036744e-10   0   0   -656564159   -1.83772557e-10
12.5855883   4.91752765e+22   1.40002355   1687881.05   -0.671523247   1.48927005   1.01759345e-09   56   56   26   26   4.72454103e-10   0   0   -654123691   -1.83089539e-10
12.5856078   4.86015265e+22   1.40002355   1675129.05   -0.671523502   1.48926892   1.00990574e-09   56   56   26   26   4.68884809e-10   0   0   -651680434   -1.8240574e-10
12.5856273   4.80321218e+22   1.40002355   1662424.79   -0.671523756   1.48926779   1.00224682e-09   56   56   26   26   4.65328879e-10   0   0   -649240016   -1.81722735e-10
12.5856469   4.74670461e+22   1.40002355   1649768.11   -0.671524011   1.48926666   9.94616571e-10   56   56   26   26   4.61786265e-10   0   0   -646805224   -1.81041304e-10
12.5856664   4.69062831e+22   1.40002355   1637158.96   -0.671524266   1.48926553   9.87014976e-10   56   56   26   26   4.58256953e-10   0   0   -644370252   -1.80359822e-10
12.5856859   4.63498167e+22   1.40002355   1624597.4   -0.671524521   1.4892644   9.79442067e-10   56   56   26   26   4.54740959e-10   0   0   -641934071   -1.79678001e-10
12.5857055   4.57976305e+22   1.40002355   1612083.41   -0.671524776   1.48926326   9.71897837e-10   56   56   26   26   4.51238281e-10   0   0   -639502850   -1.78997568e-10
12.585725   4.52497083e+22   1.40002355   1599616.82   -0.671525031   1.48926213   9.64382175e-10   56   56   26   26   4.47748867e-10   0   0   -637075692   -1.78318272e-10
12.5857445   4.47060339e+22   1.40002355   1587197.64   -0.671525286   1.489261   9.56895097e-10   56   56   26   26   4.44272724e-10   0   0   -634646765   -1.7763848e-10
12.5857641   4.4166591e+22   1.40002355   1574825.93   -0.671525541   1.48925987   9.4943663e-10   56   56   26   26   4.40809864e-10   0   0   -632218689   -1.76958926e-10
12.5857836   4.36313635e+22   1.40002355   1562501.6   -0.671525796   1.48925874   9.42006726e-10   56   56   26   26   4.37360266e-10   0   0   -629795920   -1.76280856e-10
12.5858031   4.31003352e+22   1.40002355   1550224.52   -0.671526051   1.48925761   9.34605308e-10   56   56   26   26   4.33923893e-10   0   0   -627375599   -1.75603472e-10
12.5858227   4.25734899e+22   1.40002355   1537994.74   -0.671526306   1.48925648   9.27232396e-10   56   56   26   26   4.30500755e-10   0   0   -624953576   -1.7492561e-10
12.5858422   4.20508114e+22   1.40002355   1525812.27   -0.671526561   1.48925535   9.19888009e-10   56   56   26   26   4.27090861e-10   0   0   -622533395   -1.74248264e-10
12.5858617   4.15322836e+22   1.40002355   1513677.03   -0.671526816   1.48925422   9.12572085e-10   56   56   26   26   4.23694182e-10   0   0   -620118309   -1.73572343e-10
12.5858812   4.10178903e+22   1.40002355   1501588.9   -0.671527071   1.48925309   9.05284566e-10   56   56   26   26   4.20310692e-10   0   0   -617705011   -1.72896922e-10
12.5859008   4.05076155e+22   1.40002355   1489547.93   -0.671527325   1.48925196   8.98025469e-10   56   56   26   26   4.16940396e-10   0   0   -615290515   -1.72221165e-10
12.5859203   4.00014429e+22   1.40002355   1477554.12   -0.67152758   1.48925083   8.90794805e-10   56   56   26   26   4.13583302e-10   0   0   -612877550   -1.71545836e-10
12.5859398   3.94993566e+22   1.40002355   1465607.4   -0.671527835   1.4892497   8.83592526e-10   56   56   26   26   4.10239387e-10   0   0   -610469387   -1.70871851e-10
12.5859594   3.90013404e+22   1.40002355   1453707.66   -0.67152809   1.48924857   8.76418568e-10   56   56   26   26   4.06908621e-10   0   0   -608063545   -1.70198515e-10
12.5859789   3.85073782e+22   1.40002355   1441854.91   -0.671528345   1.48924743   8.69272939e-10   56   56   26   26   4.03591008e-10   0   0   -605656981   -1.69524976e-10
12.5859984   3.80174541e+22   1.40002355   1430049.18   -0.6715286   1.4892463   8.62155649e-10   56   56   26   26   4.00286551e-10   0   0   -603250857   -1.6885156e-10
12.586018   3.75315518e+22   1.40002355   1418290.43   -0.671528855   1.48924517   8.55066678e-10   56   56   26   26   3.96995244e-10   0   0   -600848893   -1.68179308e-10
12.5860375   3.70496554e+22   1.40002355   1406578.52   -0.67152911   1.48924404   8.48005948e-10   56   56   26   26   3.93717047e-10   0   0   -598450458   -1.67508043e-10
12.586057   3.65717489e+22   1.40002355   1394913.46   -0.671529365   1.48924291   8.40973454e-10   56   56   26   26   3.90451961e-10   0   0   -596052028   -1.66836779e-10
12.5860766   3.60978162e+22   1.40002355   1383295.24   -0.67152962   1.48924178   8.33969199e-10   56   56   26   26   3.87199985e-10   0   0   -593653442   -1.66165471e-10
12.5860961   3.56278414e+22   1.40002355   1371723.87   -0.671529875   1.48924065   8.26993186e-10   56   56   26   26   3.83961122e-10   0   0   -591257024   -1.65494769e-10
12.5861156   3.51618084e+22   1.40002355   1360199.26   -0.67153013   1.48923952   8.20045361e-10   56   56   26   26   3.80735346e-10   0   0   -588864762   -1.6482523e-10
12.5861352   3.46997012e+22   1.40002355   1348721.34   -0.671530385   1.48923839   8.13125678e-10   56   56   26   26   3.77522636e-10   0   0   -586474487   -1.64156246e-10
12.5861547   3.4241504e+22   1.40002355   1337290.1   -0.671530639   1.48923726   8.06234138e-10   56   56   26   26   3.74322993e-10   0   0   -584084352   -1.63487301e-10
12.5861742   3.37872007e+22   1.40002355   1325905.54   -0.671530894   1.48923613   7.99370737e-10   56   56   26   26   3.71136414e-10   0   0   -581694518   -1.6281844e-10
12.5861937   3.33367753e+22   1.40002355   1314567.66   -0.671531149   1.489235   7.92535471e-10   56   56   26   26   3.67962897e-10   0   0   -579306920   -1.62150204e-10
12.5862133   3.28902121e+22   1.40002355   1303276.37   -0.671531404   1.48923387   7.85728292e-10   56   56   26   26   3.64802421e-10   0   0   -576923092   -1.61483023e-10
12.5862328   3.24474949e+22   1.40002355   1292031.6   -0.671531659   1.48923274   7.78949159e-10   56   56   26   26   3.61654967e-10   0   0   -574541209   -1.60816386e-10
12.5862523   3.2008608e+22   1.40002355   1280833.35   -0.671531914   1.48923161   7.72198067e-10   56   56   26   26   3.58520531e-10   0   0   -572159833   -1.6014989e-10
12.5862719   3.15735354e+22   1.40002355   1269681.61   -0.671532169   1.48923048   7.6547501e-10   56   56   26   26   3.55399112e-10   0   0   -569779094   -1.59483573e-10
12.5862914   3.11422613e+22   1.40002355   1258576.36   -0.671532424   1.48922934   7.58779978e-10   56   56   26   26   3.52290704e-10   0   0   -567399483   -1.5881757e-10
12.5863109   3.07147697e+22   1.40002355   1247517.56   -0.671532679   1.48922821   7.52112955e-10   56   56   26   26   3.491953e-10   0   0   -565022964   -1.58152432e-10
12.5863305   3.02910448e+22   1.40002355   1236505.15   -0.671532934   1.48922708   7.45473884e-10   56   56   26   26   3.46112875e-10   0   0   -562649394   -1.5748812e-10
12.58635   2.98710707e+22   1.40002355   1225539.07   -0.671533189   1.48922595   7.38862752e-10   56   56   26   26   3.43043421e-10   0   0   -560276870   -1.56824099e-10
12.5863695   2.94548316e+22   1.40002355   1214619.33   -0.671533443   1.48922482   7.32279549e-10   56   56   26   26   3.39986933e-10   0   0   -557905216   -1.56160322e-10
12.5863891   2.90423117e+22   1.40002355   1203745.9   -0.671533698   1.48922369   7.25724264e-10   56   56   26   26   3.36943408e-10   0   0   -555534531   -1.55496815e-10
12.5864086   2.86334951e+22   1.40002355   1192918.76   -0.671533953   1.48922256   7.19196884e-10   56   56   26   26   3.33912839e-10   0   0   -553164964   -1.5483362e-10
12.5864281   2.82283661e+22   1.40002355   1182137.89   -0.671534208   1.48922143   7.12697396e-10   56   56   26   26   3.3089522e-10   0   0   -550797780   -1.54171093e-10
12.5864477   2.78269087e+22   1.40002355   1171403.22   -0.671534463   1.4892203   7.06225759e-10   56   56   26   26   3.27890531e-10   0   0   -548433387   -1.53509345e-10
12.5864672   2.74291073e+22   1.40002355   1160714.71   -0.671534718   1.48921917   6.99781947e-10   56   56   26   26   3.24898761e-10   0   0   -546070530   -1.52848027e-10
12.5864867   2.70349461e+22   1.40002355   1150072.34   -0.671534973   1.48921804   6.93365949e-10   56   56   26   26   3.21919905e-10   0   0   -543708754   -1.52187012e-10
12.5865063   2.66444093e+22   1.40002355   1139476.09   -0.671535228   1.48921691   6.86977751e-10   56   56   26   26   3.18953956e-10   0   0   -541348132   -1.51526319e-10
12.5865258   2.6257481e+22   1.40002355   1128925.93   -0.671535483   1.48921578   6.8061734e-10   56   56   26   26   3.16000908e-10   0   0   -538988726   -1.50865966e-10
12.5865453   2.58741457e+22   1.40002355   1118421.84   -0.671535738   1.48921465   6.74284701e-10   56   56   26   26   3.13060754e-10   0   0   -536630598   -1.50205969e-10
12.5865648   2.54943875e+22   1.40002355   1107963.8   -0.671535992   1.48921352   6.67979819e-10   56   56   26   26   3.10133487e-10   0   0   -534273954   -1.49546388e-10
12.5865844   2.51181908e+22   1.40002355   1097551.77   -0.671536247   1.48921239   6.61702673e-10   56   56   26   26   3.07219098e-10   0   0   -531919535   -1.48887429e-10
12.5866039   2.47455397e+22   1.40002355   1087185.69   -0.671536502   1.48921126   6.55453232e-10   56   56   26   26   3.04317572e-10   0   0   -529567213   -1.48229057e-10
12.5866234   2.43764187e+22   1.40002355   1076865.55   -0.671536757   1.48921013   6.49231479e-10   56   56   26   26   3.01428901e-10   0   0   -527216208   -1.47571053e-10
12.586643   2.40108119e+22   1.40002355   1066591.31   -0.671537012   1.48920899   6.43037398e-10   56   56   26   26   2.98553078e-10   0   0   -524866457   -1.46913399e-10
12.5866625   2.36487038e+22   1.40002355   1056362.95   -0.671537267   1.48920786   6.36870976e-10   56   56   26   26   2.95690096e-10   0   0   -522517997   -1.46256106e-10
12.586682   2.32900786e+22   1.40002355   1046180.45   -0.671537522   1.48920673   6.30732197e-10   56   56   26   26   2.92839949e-10   0   0   -520170856   -1.45599182e-10
12.5867016   2.29349207e+22   1.40002355   1036043.78   -0.671537777   1.4892056   6.24621045e-10   56   56   26   26   2.90002628e-10   0   0   -517825057   -1.44942632e-10
12.5867211   2.25832144e+22   1.40002355   1025952.91   -0.671538032   1.48920447   6.18537504e-10   56   56   26   26   2.87178127e-10   0   0   -515480621   -1.44286464e-10
12.5867406   2.2234944e+22   1.40002355   1015907.82   -0.671538286   1.48920334   6.12481559e-10   56   56   26   26   2.84366438e-10   0   0   -513137562   -1.43630681e-10
12.5867602   2.1890094e+22   1.40002355   1005908.47   -0.671538541   1.48920221   6.06453192e-10   56   56   26   26   2.81567554e-10   0   0   -510795894   -1.42975287e-10
12.5867797   2.15486487e+22   1.40002355   995954.853   -0.671538796   1.48920108   6.00452388e-10   56   56   26   26   2.78781466e-10   0   0   -508455622   -1.42320283e-10
12.5867992   2.12105926e+22   1.40002355   986046.926   -0.671539051   1.48919995   5.9447913e-10   56   56   26   26   2.76008168e-10   0   0   -506116859   -1.416657e-10
12.5868188   2.08759098e+22   1.40002355   976184.663   -0.671539306   1.48919882   5.88533399e-10   56   56   26   26   2.7324765e-10   0   0   -503779672   -1.41011559e-10
12.5868383   2.0544585e+22   1.40002355   966368.033   -0.671539561   1.48919769   5.82615177e-10   56   56   26   26   2.70499904e-10   0   0   -501443888   -1.4035781e-10
12.5868578   2.02166025e+22   1.40002355   956597.011   -0.671539816   1.48919656   5.76724449e-10   56   56   26   26   2.67764923e-10   0   0   -499109371   -1.39704414e-10
12.5868773   1.98919466e+22   1.40002355   946871.573   -0.671540071   1.48919543   5.708612e-10   56   56   26   26   2.650427e-10   0   0   -496776121   -1.39051373e-10
12.5868969   1.95706019e+22   1.40002355   937191.694   -0.671540325   1.4891943   5.65025415e-10   56   56   26   26   2.62333228e-10   0   0   -494444136   -1.38398686e-10
12.5869164   1.92525528e+22   1.40002355   927557.349   -0.67154058   1.48919317   5.59217079e-10   56   56   26   26   2.59636501e-10   0   0   -492113409   -1.3774635e-10
12.5869359   1.89377837e+22   1.40002355   917968.514   -0.671540835   1.48919204   5.53436179e-10   56   56   26   26   2.56952512e-10   0   0   -489783933   -1.37094364e-10
12.5869555   1.8626279e+22   1.40002355   908425.164   -0.67154109   1.48919091   5.47682698e-10   56   56   26   26   2.54281253e-10   0   0   -487455699   -1.36442725e-10
12.586975   1.83180233e+22   1.40002355   898927.275   -0.671541345   1.48918978   5.41956623e-10   56   56   26   26   2.51622718e-10   0   0   -485128696   -1.35791429e-10
12.5869945   1.8013001e+22   1.40002355   889474.824   -0.6715416   1.48918865   5.36257938e-10   56   56   26   26   2.489769e-10   0   0   -482802910   -1.35140475e-10
12.5870141   1.77111966e+22   1.40002355   880067.787   -0.671541855   1.48918752   5.30586631e-10   56   56   26   26   2.46343793e-10   0   0   -480478328   -1.34489856e-10
12.5870336   1.74125945e+22   1.40002355   870706.14   -0.67154211   1.48918639   5.24942686e-10   56   56   26   26   2.4372339e-10   0   0   -478154937   -1.33839571e-10
12.5870531   1.71171794e+22   1.40002355   861389.86   -0.671542365   1.48918526   5.1932609e-10   56   56   26   26   2.41115685e-10   0   0   -475832722   -1.33189614e-10
12.5870727   1.68249355e+22   1.40002355   852118.924   -0.671542619   1.48918413   5.13736829e-10   56   56   26   26   2.38520671e-10   0   0   -473511669   -1.32539982e-10
12.5870922   1.65358476e+22   1.40002355   842893.31   -0.671542874   1.48918299   5.08174889e-10   56   56   26   26   2.35938342e-10   0   0   -471191766   -1.31890671e-10
12.5871117   1.62499e+22   1.40002355   833712.995   -0.671543129   1.48918186   5.02640258e-10   56   56   26   26   2.33368691e-10   0   0   -468872998   -1.31241678e-10
12.5871313   1.59670774e+22   1.40002355   824577.958   -0.671543384   1.48918073   4.97132921e-10   56   56   26   26   2.30811713e-10   0   0   -466555357   -1.30593e-10
12.5871508   1.56873643e+22   1.40002355   815488.177   -0.671543639   1.4891796   4.91652866e-10   56   56   26   26   2.28267402e-10   0   0   -464238831   -1.29944633e-10
12.5871703   1.54107451e+22   1.40002355   806443.629   -0.671543894   1.48917847   4.8620008e-10   56   56   26   26   2.25735751e-10   0   0   -461923415   -1.29296576e-10
12.5871898   1.51372045e+22   1.40002355   797444.293   -0.671544149   1.48917734   4.80774548e-10   56   56   26   26   2.23216755e-10   0   0   -459609103   -1.28648828e-10
12.5872094   1.4866727e+22   1.40002355   788490.149   -0.671544403   1.48917621   4.7537626e-10   56   56   26   26   2.20710406e-10   0   0   -457295760   -1.28001351e-10
12.5872289   1.45992971e+22   1.40002355   779581.178   -0.671544658   1.48917508   4.70005204e-10   56   56   26   26   2.18216702e-10   0   0   -454983205   -1.27354093e-10
12.5872484   1.43348995e+22   1.40002355   770717.367   -0.671544913   1.48917395   4.64661372e-10   56   56   26   26   2.15735637e-10   0   0   -452671503   -1.26707074e-10
12.587268   1.40735187e+22   1.40002355   761898.697   -0.671545168   1.48917282   4.59344753e-10   56   56   26   26   2.13267207e-10   0   0   -450360765   -1.26060325e-10
12.5872875   1.38151393e+22   1.40002355   753125.15   -0.671545423   1.48917169   4.54055335e-10   56   56   26   26   2.10811406e-10   0   0   -448050994   -1.25413845e-10
12.587307   1.35597459e+22   1.40002355   744396.705   -0.671545678   1.48917056   4.48793108e-10   56   56   26   26   2.08368228e-10   0   0   -445742199   -1.24767638e-10
12.5873266   1.33073231e+22   1.40002355   735713.345   -0.671545933   1.48916943   4.43558058e-10   56   56   26   26   2.0593767e-10   0   0   -443434396   -1.24121709e-10
12.5873461   1.30578554e+22   1.40002355   727075.049   -0.671546187   1.4891683   4.38350175e-10   56   56   26   26   2.03519724e-10   0   0   -441127611   -1.23476063e-10
12.5873656   1.28113276e+22   1.40002355   718481.798   -0.671546442   1.48916717   4.33169447e-10   56   56   26   26   2.01114386e-10   0   0   -438821877   -1.22830712e-10
12.5873852   1.25677242e+22   1.40002355   709933.57   -0.671546697   1.48916604   4.28015861e-10   56   56   26   26   1.9872165e-10   0   0   -436517229   -1.22185664e-10
12.5874047   1.23270297e+22   1.40002355   701430.343   -0.671546952   1.48916491   4.22889403e-10   56   56   26   26   1.96341509e-10   0   0   -434213269   -1.21540808e-10
12.5874242   1.2089229e+22   1.40002355   692972.114   -0.671547207   1.48916378   4.17790071e-10   56   56   26   26   1.93973962e-10   0   0   -431909365   -1.20895967e-10
12.5874438   1.18543065e+22   1.40002355   684558.884   -0.671547462   1.48916265   4.12717867e-10   56   56   26   26   1.9161901e-10   0   0   -429605883   -1.20251244e-10
12.5874633   1.1622247e+22   1.40002355   676190.634   -0.671547717   1.48916152   4.07672779e-10   56   56   26   26   1.89276648e-10   0   0   -427303441   -1.19606812e-10
12.5874828   1.1393035e+22   1.40002355   667867.343   -0.671547971   1.48916039   4.02654794e-10   56   56   26   26   1.86946869e-10   0   0   -425002119   -1.18962692e-10
12.5875023   1.11666552e+22   1.40002355   659588.989   -0.671548226   1.48915926   3.97663899e-10   56   56   26   26   1.84629667e-10   0   0   -422702007   -1.18318911e-10
12.5875219   1.09430923e+22   1.40002355   651355.546   -0.671548481   1.48915813   3.92700078e-10   56   56   26   26   1.82325036e-10   0   0   -420402751   -1.17675369e-10
12.5875414   1.07223309e+22   1.40002355   643167.006   -0.671548736   1.489157   3.87763327e-10   56   56   26   26   1.80032973e-10   0   0   -418103091   -1.17031713e-10
12.5875609   1.05043556e+22   1.40002355   635023.394   -0.671548991   1.48915587   3.8285366e-10   56   56   26   26   1.77753485e-10   0   0   -415803360   -1.16388037e-10
12.5875805   1.02891512e+22   1.40002355   626924.688   -0.671549246   1.48915474   3.77971064e-10   56   56   26   26   1.75486566e-10   0   0   -413504887   -1.15744713e-10
12.5876   1.00767024e+22   1.40002355   618870.859   -0.671549501   1.48915361   3.73115523e-10   56   56   26   26   1.73232207e-10   0   0   -411207898   -1.15101803e-10
12.5876195   9.86699366e+21   1.40002355   610861.879   -0.671549755   1.48915248   3.68287018e-10   56   56   26   26   1.70990401e-10   0   0   -408911531   -1.14459067e-10
12.5876391   9.6600098e+21   1.40002355   602897.753   -0.67155001   1.48915135   3.63485554e-10   56   56   26   26   1.6876115e-10   0   0   -406614283   -1.13816084e-10
12.5876586   9.45573548e+21   1.40002355   594978.509   -0.671550265   1.48915022   3.58711146e-10   56   56   26   26   1.66544461e-10   0   0   -404317157   -1.13173135e-10
12.5876781   9.25415538e+21   1.40002355   587104.114   -0.67155052   1.48914909   3.53963775e-10   56   56   26   26   1.64340324e-10   0   0   -402021850   -1.12530694e-10
12.5876977   9.05525418e+21   1.40002355   579274.53   -0.671550775   1.48914796   3.49243419e-10   56   56   26   26   1.6214873e-10   0   0   -399727373   -1.11888485e-10
12.5877172   8.85901657e+21   1.40002355   571489.763   -0.67155103   1.48914683   3.44550081e-10   56   56   26   26   1.5996968e-10   0   0   -397431732   -1.1124595e-10
12.5877367   8.66542724e+21   1.40002355   563749.853   -0.671551285   1.4891457   3.39883784e-10   56   56   26   26   1.57803185e-10   0   0   -395136174   -1.10603438e-10
12.5877562   8.47447088e+21   1.40002355   556054.757   -0.671551539   1.48914457   3.35244503e-10   56   56   26   26   1.55649234e-10   0   0   -392842764   -1.09961526e-10
12.5877758   8.28613219e+21   1.40002355   548404.433   -0.671551794   1.48914343   3.30632213e-10   56   56   26   26   1.53507813e-10   0   0   -390548780   -1.09319453e-10
12.5877953   8.10039586e+21   1.40002355   540798.945   -0.671552049   1.4891423   3.26046953e-10   56   56   26   26   1.51378942e-10   0   0   -388253690   -1.0867707e-10
